PING 172.217.31.206 (172.217.31.206) 56(84) bytes of data.
64 bytes from 172.217.31.206: icmp_seq=788 ttl=128 time=68.1 ms
64 bytes from 172.217.31.206: icmp_seq=789 ttl=128 time=69.0 ms
64 bytes from 172.217.31.206: icmp_seq=790 ttl=128 time=69.7 ms
64 bytes from 172.217.31.206: icmp_seq=791 ttl=128 time=72.3 ms
64 bytes from 172.217.31.206: icmp_seq=792 ttl=128 time=67.8 ms
64 bytes from 172.217.31.206: icmp_seq=794 ttl=128 time=69.7 ms
64 bytes from 172.217.31.206: icmp_seq=795 ttl=128 time=76.5 ms
64 bytes from 172.217.31.206: icmp_seq=796 ttl=128 time=70.1 ms
64 bytes from 172.217.31.206: icmp_seq=797 ttl=128 time=68.9 ms
64 bytes from 172.217.31.206: icmp_seq=798 ttl=128 time=70.1 ms
64 bytes from 172.217.31.206: icmp_seq=799 ttl=128 time=68.1 ms
64 bytes from 172.217.31.206: icmp_seq=800 ttl=128 time=72.6 ms
64 bytes from 172.217.31.206: icmp_seq=801 ttl=128 time=71.1 ms
64 bytes from 172.217.31.206: icmp_seq=802 ttl=128 time=69.1 ms
64 bytes from 172.217.31.206: icmp_seq=803 ttl=128 time=78.5 ms
64 bytes from 172.217.31.206: icmp_seq=804 ttl=128 time=70.5 ms
64 bytes from 172.217.31.206: icmp_seq=805 ttl=128 time=72.7 ms
64 bytes from 172.217.31.206: icmp_seq=806 ttl=128 time=84.0 ms
64 bytes from 172.217.31.206: icmp_seq=808 ttl=128 time=70.8 ms
64 bytes from 172.217.31.206: icmp_seq=809 ttl=128 time=86.9 ms
64 bytes from 172.217.31.206: icmp_seq=810 ttl=128 time=119 ms
64 bytes from 172.217.31.206: icmp_seq=812 ttl=128 time=69.8 ms
64 bytes from 172.217.31.206: icmp_seq=813 ttl=128 time=72.5 ms
64 bytes from 172.217.31.206: icmp_seq=814 ttl=128 time=73.3 ms
64 bytes from 172.217.31.206: icmp_seq=815 ttl=128 time=70.7 ms
64 bytes from 172.217.31.206: icmp_seq=816 ttl=128 time=74.0 ms
64 bytes from 172.217.31.206: icmp_seq=817 ttl=128 time=72.9 ms
64 bytes from 172.217.31.206: icmp_seq=818 ttl=128 time=69.8 ms
64 bytes from 172.217.31.206: icmp_seq=819 ttl=128 time=70.3 ms
64 bytes from 172.217.31.206: icmp_seq=820 ttl=128 time=71.8 ms
64 bytes from 172.217.31.206: icmp_seq=821 ttl=128 time=77.9 ms
64 bytes from 172.217.31.206: icmp_seq=822 ttl=128 time=111 ms
64 bytes from 172.217.31.206: icmp_seq=824 ttl=128 time=76.5 ms
64 bytes from 172.217.31.206: icmp_seq=825 ttl=128 time=79.7 ms
64 bytes from 172.217.31.206: icmp_seq=826 ttl=128 time=72.8 ms
64 bytes from 172.217.31.206: icmp_seq=827 ttl=128 time=73.3 ms
64 bytes from 172.217.31.206: icmp_seq=828 ttl=128 time=69.7 ms
64 bytes from 172.217.31.206: icmp_seq=830 ttl=128 time=76.0 ms
64 bytes from 172.217.31.206: icmp_seq=831 ttl=128 time=71.2 ms
64 bytes from 172.217.31.206: icmp_seq=832 ttl=128 time=71.8 ms
64 bytes from 172.217.31.206: icmp_seq=833 ttl=128 time=70.3 ms
64 bytes from 172.217.31.206: icmp_seq=834 ttl=128 time=70.3 ms
64 bytes from 172.217.31.206: icmp_seq=835 ttl=128 time=68.4 ms
64 bytes from 172.217.31.206: icmp_seq=836 ttl=128 time=68.1 ms
64 bytes from 172.217.31.206: icmp_seq=837 ttl=128 time=77.9 ms
64 bytes from 172.217.31.206: icmp_seq=838 ttl=128 time=76.0 ms
64 bytes from 172.217.31.206: icmp_seq=839 ttl=128 time=72.9 ms
64 bytes from 172.217.31.206: icmp_seq=840 ttl=128 time=67.7 ms
64 bytes from 172.217.31.206: icmp_seq=841 ttl=128 time=69.9 ms
64 bytes from 172.217.31.206: icmp_seq=842 ttl=128 time=73.9 ms
64 bytes from 172.217.31.206: icmp_seq=843 ttl=128 time=68.4 ms
64 bytes from 172.217.31.206: icmp_seq=844 ttl=128 time=77.2 ms
64 bytes from 172.217.31.206: icmp_seq=845 ttl=128 time=74.2 ms
64 bytes from 172.217.31.206: icmp_seq=846 ttl=128 time=70.0 ms
64 bytes from 172.217.31.206: icmp_seq=847 ttl=128 time=69.5 ms
64 bytes from 172.217.31.206: icmp_seq=848 ttl=128 time=72.2 ms
64 bytes from 172.217.31.206: icmp_seq=849 ttl=128 time=67.6 ms
64 bytes from 172.217.31.206: icmp_seq=850 ttl=128 time=68.6 ms
64 bytes from 172.217.31.206: icmp_seq=851 ttl=128 time=70.8 ms
64 bytes from 172.217.31.206: icmp_seq=852 ttl=128 time=80.5 ms
64 bytes from 172.217.31.206: icmp_seq=853 ttl=128 time=78.8 ms
64 bytes from 172.217.31.206: icmp_seq=854 ttl=128 time=75.2 ms
64 bytes from 172.217.31.206: icmp_seq=855 ttl=128 time=70.7 ms
64 bytes from 172.217.31.206: icmp_seq=856 ttl=128 time=70.6 ms
64 bytes from 172.217.31.206: icmp_seq=858 ttl=128 time=70.8 ms
64 bytes from 172.217.31.206: icmp_seq=859 ttl=128 time=69.2 ms
64 bytes from 172.217.31.206: icmp_seq=860 ttl=128 time=74.5 ms
64 bytes from 172.217.31.206: icmp_seq=861 ttl=128 time=69.1 ms
64 bytes from 172.217.31.206: icmp_seq=862 ttl=128 time=69.8 ms
64 bytes from 172.217.31.206: icmp_seq=863 ttl=128 time=84.4 ms
64 bytes from 172.217.31.206: icmp_seq=864 ttl=128 time=70.8 ms
64 bytes from 172.217.31.206: icmp_seq=865 ttl=128 time=72.0 ms
64 bytes from 172.217.31.206: icmp_seq=866 ttl=128 time=68.0 ms
64 bytes from 172.217.31.206: icmp_seq=867 ttl=128 time=68.5 ms
64 bytes from 172.217.31.206: icmp_seq=868 ttl=128 time=70.9 ms
64 bytes from 172.217.31.206: icmp_seq=869 ttl=128 time=72.5 ms
64 bytes from 172.217.31.206: icmp_seq=870 ttl=128 time=250 ms
64 bytes from 172.217.31.206: icmp_seq=871 ttl=128 time=681 ms
64 bytes from 172.217.31.206: icmp_seq=872 ttl=128 time=426 ms
64 bytes from 172.217.31.206: icmp_seq=873 ttl=128 time=1175 ms
64 bytes from 172.217.31.206: icmp_seq=874 ttl=128 time=221 ms
64 bytes from 172.217.31.206: icmp_seq=876 ttl=128 time=107 ms
64 bytes from 172.217.31.206: icmp_seq=877 ttl=128 time=70.0 ms
64 bytes from 172.217.31.206: icmp_seq=879 ttl=128 time=308 ms
64 bytes from 172.217.31.206: icmp_seq=880 ttl=128 time=75.3 ms
64 bytes from 172.217.31.206: icmp_seq=881 ttl=128 time=79.5 ms
64 bytes from 172.217.31.206: icmp_seq=882 ttl=128 time=68.7 ms
64 bytes from 172.217.31.206: icmp_seq=883 ttl=128 time=68.0 ms
64 bytes from 172.217.31.206: icmp_seq=884 ttl=128 time=70.6 ms
64 bytes from 172.217.31.206: icmp_seq=885 ttl=128 time=117 ms
64 bytes from 172.217.31.206: icmp_seq=886 ttl=128 time=88.1 ms
64 bytes from 172.217.31.206: icmp_seq=887 ttl=128 time=85.9 ms
64 bytes from 172.217.31.206: icmp_seq=888 ttl=128 time=71.4 ms
64 bytes from 172.217.31.206: icmp_seq=889 ttl=128 time=78.9 ms
64 bytes from 172.217.31.206: icmp_seq=890 ttl=128 time=90.5 ms
64 bytes from 172.217.31.206: icmp_seq=891 ttl=128 time=73.1 ms
64 bytes from 172.217.31.206: icmp_seq=893 ttl=128 time=70.3 ms
64 bytes from 172.217.31.206: icmp_seq=894 ttl=128 time=68.8 ms
64 bytes from 172.217.31.206: icmp_seq=895 ttl=128 time=69.7 ms
64 bytes from 172.217.31.206: icmp_seq=896 ttl=128 time=84.2 ms
64 bytes from 172.217.31.206: icmp_seq=897 ttl=128 time=70.4 ms
64 bytes from 172.217.31.206: icmp_seq=898 ttl=128 time=69.3 ms
64 bytes from 172.217.31.206: icmp_seq=899 ttl=128 time=75.1 ms
64 bytes from 172.217.31.206: icmp_seq=900 ttl=128 time=73.6 ms
64 bytes from 172.217.31.206: icmp_seq=901 ttl=128 time=74.1 ms
64 bytes from 172.217.31.206: icmp_seq=903 ttl=128 time=69.4 ms
64 bytes from 172.217.31.206: icmp_seq=904 ttl=128 time=186 ms
64 bytes from 172.217.31.206: icmp_seq=905 ttl=128 time=66.6 ms
64 bytes from 172.217.31.206: icmp_seq=906 ttl=128 time=67.1 ms
64 bytes from 172.217.31.206: icmp_seq=908 ttl=128 time=95.3 ms
64 bytes from 172.217.31.206: icmp_seq=909 ttl=128 time=68.3 ms
64 bytes from 172.217.31.206: icmp_seq=910 ttl=128 time=74.7 ms
64 bytes from 172.217.31.206: icmp_seq=911 ttl=128 time=67.7 ms
64 bytes from 172.217.31.206: icmp_seq=912 ttl=128 time=68.9 ms
64 bytes from 172.217.31.206: icmp_seq=913 ttl=128 time=75.0 ms
64 bytes from 172.217.31.206: icmp_seq=914 ttl=128 time=68.1 ms
64 bytes from 172.217.31.206: icmp_seq=915 ttl=128 time=70.3 ms
64 bytes from 172.217.31.206: icmp_seq=916 ttl=128 time=69.8 ms
64 bytes from 172.217.31.206: icmp_seq=917 ttl=128 time=68.4 ms
64 bytes from 172.217.31.206: icmp_seq=918 ttl=128 time=69.7 ms
64 bytes from 172.217.31.206: icmp_seq=919 ttl=128 time=72.2 ms
64 bytes from 172.217.31.206: icmp_seq=920 ttl=128 time=68.6 ms
64 bytes from 172.217.31.206: icmp_seq=921 ttl=128 time=78.7 ms
64 bytes from 172.217.31.206: icmp_seq=922 ttl=128 time=77.6 ms
64 bytes from 172.217.31.206: icmp_seq=923 ttl=128 time=67.3 ms
64 bytes from 172.217.31.206: icmp_seq=924 ttl=128 time=71.2 ms
64 bytes from 172.217.31.206: icmp_seq=925 ttl=128 time=70.1 ms
64 bytes from 172.217.31.206: icmp_seq=926 ttl=128 time=71.5 ms
64 bytes from 172.217.31.206: icmp_seq=927 ttl=128 time=81.9 ms
64 bytes from 172.217.31.206: icmp_seq=928 ttl=128 time=69.3 ms
64 bytes from 172.217.31.206: icmp_seq=929 ttl=128 time=68.3 ms
64 bytes from 172.217.31.206: icmp_seq=930 ttl=128 time=70.1 ms
64 bytes from 172.217.31.206: icmp_seq=931 ttl=128 time=69.7 ms
64 bytes from 172.217.31.206: icmp_seq=932 ttl=128 time=68.4 ms
64 bytes from 172.217.31.206: icmp_seq=933 ttl=128 time=73.3 ms
64 bytes from 172.217.31.206: icmp_seq=934 ttl=128 time=67.6 ms
64 bytes from 172.217.31.206: icmp_seq=935 ttl=128 time=74.4 ms
64 bytes from 172.217.31.206: icmp_seq=936 ttl=128 time=72.5 ms
64 bytes from 172.217.31.206: icmp_seq=937 ttl=128 time=78.8 ms
64 bytes from 172.217.31.206: icmp_seq=940 ttl=128 time=75.0 ms
64 bytes from 172.217.31.206: icmp_seq=941 ttl=128 time=73.0 ms
64 bytes from 172.217.31.206: icmp_seq=942 ttl=128 time=72.1 ms
64 bytes from 172.217.31.206: icmp_seq=944 ttl=128 time=67.1 ms
64 bytes from 172.217.31.206: icmp_seq=945 ttl=128 time=75.9 ms
64 bytes from 172.217.31.206: icmp_seq=946 ttl=128 time=70.1 ms
64 bytes from 172.217.31.206: icmp_seq=947 ttl=128 time=74.3 ms
64 bytes from 172.217.31.206: icmp_seq=949 ttl=128 time=67.9 ms
64 bytes from 172.217.31.206: icmp_seq=950 ttl=128 time=67.2 ms
64 bytes from 172.217.31.206: icmp_seq=951 ttl=128 time=68.3 ms
64 bytes from 172.217.31.206: icmp_seq=952 ttl=128 time=75.9 ms
64 bytes from 172.217.31.206: icmp_seq=953 ttl=128 time=70.2 ms
64 bytes from 172.217.31.206: icmp_seq=954 ttl=128 time=69.8 ms
64 bytes from 172.217.31.206: icmp_seq=955 ttl=128 time=73.3 ms
64 bytes from 172.217.31.206: icmp_seq=956 ttl=128 time=67.2 ms
64 bytes from 172.217.31.206: icmp_seq=957 ttl=128 time=69.6 ms
64 bytes from 172.217.31.206: icmp_seq=958 ttl=128 time=71.4 ms
64 bytes from 172.217.31.206: icmp_seq=959 ttl=128 time=69.2 ms
64 bytes from 172.217.31.206: icmp_seq=960 ttl=128 time=71.5 ms
64 bytes from 172.217.31.206: icmp_seq=961 ttl=128 time=73.9 ms
64 bytes from 172.217.31.206: icmp_seq=962 ttl=128 time=72.6 ms
64 bytes from 172.217.31.206: icmp_seq=963 ttl=128 time=67.4 ms
64 bytes from 172.217.31.206: icmp_seq=964 ttl=128 time=68.1 ms
64 bytes from 172.217.31.206: icmp_seq=965 ttl=128 time=69.8 ms
64 bytes from 172.217.31.206: icmp_seq=966 ttl=128 time=68.2 ms
64 bytes from 172.217.31.206: icmp_seq=967 ttl=128 time=77.6 ms
64 bytes from 172.217.31.206: icmp_seq=968 ttl=128 time=68.8 ms
64 bytes from 172.217.31.206: icmp_seq=969 ttl=128 time=77.1 ms
64 bytes from 172.217.31.206: icmp_seq=971 ttl=128 time=91.5 ms
64 bytes from 172.217.31.206: icmp_seq=972 ttl=128 time=69.7 ms
64 bytes from 172.217.31.206: icmp_seq=973 ttl=128 time=68.7 ms
64 bytes from 172.217.31.206: icmp_seq=974 ttl=128 time=67.8 ms
64 bytes from 172.217.31.206: icmp_seq=975 ttl=128 time=68.0 ms
64 bytes from 172.217.31.206: icmp_seq=976 ttl=128 time=68.4 ms
64 bytes from 172.217.31.206: icmp_seq=977 ttl=128 time=72.1 ms
64 bytes from 172.217.31.206: icmp_seq=978 ttl=128 time=73.2 ms
64 bytes from 172.217.31.206: icmp_seq=979 ttl=128 time=69.4 ms
64 bytes from 172.217.31.206: icmp_seq=980 ttl=128 time=70.3 ms
64 bytes from 172.217.31.206: icmp_seq=981 ttl=128 time=72.0 ms
64 bytes from 172.217.31.206: icmp_seq=982 ttl=128 time=69.7 ms
64 bytes from 172.217.31.206: icmp_seq=983 ttl=128 time=68.5 ms
64 bytes from 172.217.31.206: icmp_seq=984 ttl=128 time=68.1 ms
64 bytes from 172.217.31.206: icmp_seq=985 ttl=128 time=68.3 ms
64 bytes from 172.217.31.206: icmp_seq=986 ttl=128 time=73.2 ms
64 bytes from 172.217.31.206: icmp_seq=987 ttl=128 time=71.6 ms
64 bytes from 172.217.31.206: icmp_seq=988 ttl=128 time=68.7 ms
64 bytes from 172.217.31.206: icmp_seq=989 ttl=128 time=68.8 ms
64 bytes from 172.217.31.206: icmp_seq=990 ttl=128 time=69.0 ms
64 bytes from 172.217.31.206: icmp_seq=991 ttl=128 time=67.8 ms
64 bytes from 172.217.31.206: icmp_seq=992 ttl=128 time=73.2 ms
64 bytes from 172.217.31.206: icmp_seq=993 ttl=128 time=68.4 ms
64 bytes from 172.217.31.206: icmp_seq=994 ttl=128 time=72.5 ms
64 bytes from 172.217.31.206: icmp_seq=995 ttl=128 time=67.6 ms
64 bytes from 172.217.31.206: icmp_seq=996 ttl=128 time=68.4 ms
64 bytes from 172.217.31.206: icmp_seq=997 ttl=128 time=75.2 ms
64 bytes from 172.217.31.206: icmp_seq=998 ttl=128 time=69.9 ms
64 bytes from 172.217.31.206: icmp_seq=999 ttl=128 time=70.5 ms
64 bytes from 172.217.31.206: icmp_seq=1000 ttl=128 time=76.8 ms

--- 172.217.31.206 ping statistics ---
1000 packets transmitted, 917 received, 8.3% packet loss, time 1002343ms
rtt min/avg/max/mdev = 66.607/109.397/1192.129/121.922 ms, pipe 2
